168	176	myopathy	http://purl.obolibrary.org/obo/DOID_423
128	136	myopathy	http://purl.obolibrary.org/obo/DOID_423
195	248	catecholaminergic polymorphic ventricular tachycardia	http://purl.obolibrary.org/obo/DOID_0060674
260	279	atrial fibrillation	http://purl.obolibrary.org/obo/DOID_0060224
97	119	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
75	83	syndrome	http://purl.obolibrary.org/obo/DOID_225
73	81	myopathy	http://purl.obolibrary.org/obo/DOID_423
50	58	myopathy	http://purl.obolibrary.org/obo/DOID_423
52	60	myopathy	http://purl.obolibrary.org/obo/DOID_423
74	83	scoliosis	http://purl.obolibrary.org/obo/DOID_0060249
102	109	disease	http://purl.obolibrary.org/obo/DOID_4
67	75	myopathy	http://purl.obolibrary.org/obo/DOID_423
26	32	chorea	http://purl.obolibrary.org/obo/DOID_12859
37	45	dystonia	http://purl.obolibrary.org/obo/DOID_543
127	134	disease	http://purl.obolibrary.org/obo/DOID_4
54	62	syndrome	http://purl.obolibrary.org/obo/DOID_225
67	120	catecholaminergic polymorphic ventricular tachycardia	http://purl.obolibrary.org/obo/DOID_0060674
55	62	disease	http://purl.obolibrary.org/obo/DOID_4
179	187	syndrome	http://purl.obolibrary.org/obo/DOID_225
127	133	cancer	http://purl.obolibrary.org/obo/DOID_162
10	31	ataxia telangiectasia	http://purl.obolibrary.org/obo/DOID_12704
77	83	cancer	http://purl.obolibrary.org/obo/DOID_162
50	56	cancer	http://purl.obolibrary.org/obo/DOID_162
26	32	cancer	http://purl.obolibrary.org/obo/DOID_162
47	55	syndrome	http://purl.obolibrary.org/obo/DOID_225
266	274	syndrome	http://purl.obolibrary.org/obo/DOID_225
43	65	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
39	61	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
85	107	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
79	99	central core disease	http://purl.obolibrary.org/obo/DOID_3529
92	99	disease	http://purl.obolibrary.org/obo/DOID_4
114	122	myopathy	http://purl.obolibrary.org/obo/DOID_423
43	65	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
101	123	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
146	166	central core disease	http://purl.obolibrary.org/obo/DOID_3529
159	166	disease	http://purl.obolibrary.org/obo/DOID_4
212	234	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
85	105	central core disease	http://purl.obolibrary.org/obo/DOID_3529
98	105	disease	http://purl.obolibrary.org/obo/DOID_4
103	125	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
71	93	malignant hyperthermia	http://purl.obolibrary.org/obo/DOID_8545
